time, state, vote_mechanism, vote_name, short_id
2021-07-23 17:11:26.581, ["0"; "0"; "0"; "1"; "0"], Modified Borda Count, Vote 04, 23757
2021-07-23 17:11:28.733, ["0"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 23757
2021-07-23 17:11:30.219, ["1"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 23757
2021-07-23 17:11:34.698, ["2"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 23757
2021-07-23 17:11:41.317, ["1"; "2"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 23757
2021-07-23 17:11:43.151, ["2"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 23757
2021-07-23 17:11:46.907, ["3"; "2"; "1"; "0"; "0"], Modified Borda Count, Vote 04, 23757
2021-07-23 17:11:52.465, ["4"; "3"; "2"; "1"; "0"], Modified Borda Count, Vote 04, 23757
2021-07-23 17:12:16.161, ["0"], Majority Voting, Vote 05, 23757
2021-07-23 17:12:19.817, ["2"], Majority Voting, Vote 05, 23757
2021-07-23 17:12:20.862, ["0"], Majority Voting, Vote 05, 23757
2021-07-23 17:12:41.727, ["0"; "0"; "0"; "0"; "1"], Combined Approval, Vote 06, 23757
2021-07-23 17:12:42.161, ["1"; "0"; "0"; "0"; "1"], Combined Approval, Vote 06, 23757
2021-07-23 17:12:44.439, ["1"; "-1"; "0"; "0"; "1"], Combined Approval, Vote 06, 23757
2021-07-23 17:12:48.052, ["1"; "-1"; "1"; "0"; "1"], Combined Approval, Vote 06, 23757
2021-07-23 17:12:56.374, ["1"; "-1"; "1"; "1"; "1"], Combined Approval, Vote 06, 23757
2021-07-23 17:13:00.558, ["1"; "-1"; "1"; "-1"; "1"], Combined Approval, Vote 06, 23757
2021-07-23 17:13:32.101, ["1"; "0"; "0"; "0"; "0"], Score Voting, Vote 07, 23757
2021-07-23 17:13:32.420, ["2"; "0"; "0"; "0"; "0"], Score Voting, Vote 07, 23757
2021-07-23 17:13:32.667, ["3"; "0"; "0"; "0"; "0"], Score Voting, Vote 07, 23757
2021-07-23 17:13:33.536, ["4"; "0"; "0"; "0"; "0"], Score Voting, Vote 07, 23757
2021-07-23 17:13:34.933, ["4"; "0"; "0"; "0"; "1"], Score Voting, Vote 07, 23757
2021-07-23 17:13:35.250, ["4"; "0"; "0"; "0"; "2"], Score Voting, Vote 07, 23757
2021-07-23 17:13:35.465, ["4"; "0"; "0"; "0"; "3"], Score Voting, Vote 07, 23757
2021-07-23 17:13:35.634, ["4"; "0"; "0"; "0"; "4"], Score Voting, Vote 07, 23757
2021-07-23 17:13:36.718, ["4"; "0"; "0"; "0"; "5"], Score Voting, Vote 07, 23757
2021-07-23 17:13:37.518, ["4"; "0"; "1"; "0"; "5"], Score Voting, Vote 07, 23757
2021-07-23 17:13:37.703, ["4"; "0"; "2"; "0"; "5"], Score Voting, Vote 07, 23757
2021-07-23 17:13:37.866, ["4"; "0"; "3"; "0"; "5"], Score Voting, Vote 07, 23757
2021-07-23 17:13:39.387, ["4"; "1"; "3"; "0"; "5"], Score Voting, Vote 07, 23757
2021-07-23 17:13:57.795, ["1"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 08, 23757
2021-07-23 17:14:02.047, ["2"; "0"; "1"; "0"; "0"], Modified Borda Count, Vote 08, 23757
2021-07-23 17:14:11.313, ["3"; "0"; "2"; "0"; "1"], Modified Borda Count, Vote 08, 23757
2021-07-23 17:14:16.136, ["4"; "1"; "3"; "0"; "2"], Modified Borda Count, Vote 08, 23757
2021-07-23 17:14:16.584, ["5"; "2"; "4"; "1"; "3"], Modified Borda Count, Vote 08, 23757
2021-07-23 17:14:37.900, ["1"], Majority Voting, Vote 09, 23757
2021-07-23 17:14:48.892, ["3"], Majority Voting, Vote 09, 23757
2021-07-23 17:15:09.048, ["0"; "1"; "0"; "0"; "0"], Combined Approval, Vote 10, 23757
2021-07-23 17:15:09.600, ["0"; "1"; "0"; "0"; "1"], Combined Approval, Vote 10, 23757
2021-07-23 17:15:10.435, ["0"; "1"; "0"; "1"; "1"], Combined Approval, Vote 10, 23757
2021-07-23 17:15:12.532, ["0"; "1"; "1"; "1"; "1"], Combined Approval, Vote 10, 23757
2021-07-23 17:15:12.764, ["1"; "1"; "1"; "1"; "1"], Combined Approval, Vote 10, 23757
2021-07-23 17:15:57.012, ["0"; "1"; "0"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:15:57.178, ["0"; "2"; "0"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:15:57.345, ["0"; "3"; "0"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:15:57.531, ["0"; "4"; "0"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:15:57.678, ["0"; "5"; "0"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:00.314, ["0"; "5"; "1"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:00.548, ["0"; "5"; "2"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:00.747, ["0"; "5"; "3"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:00.949, ["0"; "5"; "4"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:01.748, ["0"; "5"; "3"; "0"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:09.934, ["0"; "5"; "3"; "1"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:10.151, ["0"; "5"; "3"; "2"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:10.330, ["0"; "5"; "3"; "3"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:10.502, ["0"; "5"; "3"; "4"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:10.984, ["0"; "5"; "3"; "5"; "0"], Score Voting, Vote 11, 23757
2021-07-23 17:16:11.749, ["0"; "5"; "3"; "5"; "1"], Score Voting, Vote 11, 23757
2021-07-23 17:16:11.951, ["0"; "5"; "3"; "5"; "2"], Score Voting, Vote 11, 23757
2021-07-23 17:16:12.133, ["0"; "5"; "3"; "5"; "3"], Score Voting, Vote 11, 23757
2021-07-23 17:16:14.185, ["0"; "5"; "3"; "5"; "4"], Score Voting, Vote 11, 23757
2021-07-23 17:16:15.400, ["0"; "5"; "3"; "5"; "3"], Score Voting, Vote 11, 23757
2021-07-23 17:16:16.719, ["1"; "5"; "3"; "5"; "3"], Score Voting, Vote 11, 23757
2021-07-23 17:16:16.918, ["2"; "5"; "3"; "5"; "3"], Score Voting, Vote 11, 23757
2021-07-23 17:16:17.100, ["3"; "5"; "3"; "5"; "3"], Score Voting, Vote 11, 23757
2021-07-23 17:16:17.234, ["4"; "5"; "3"; "5"; "3"], Score Voting, Vote 11, 23757
2021-07-23 17:16:17.637, ["5"; "5"; "3"; "5"; "3"], Score Voting, Vote 11, 23757
2021-07-23 17:16:30.454, ["0"; "0"; "0"; "1"; "0"], Modified Borda Count, Vote 12, 23757
2021-07-23 17:16:31.205, ["0"; "1"; "0"; "2"; "0"], Modified Borda Count, Vote 12, 23757
2021-07-23 17:16:40.423, ["1"; "2"; "0"; "3"; "0"], Modified Borda Count, Vote 12, 23757
2021-07-23 17:16:41.010, ["2"; "3"; "0"; "4"; "1"], Modified Borda Count, Vote 12, 23757
2021-07-23 17:16:43.056, ["3"; "4"; "1"; "5"; "2"], Modified Borda Count, Vote 12, 23757
2021-07-23 17:17:38.414, ["2"], Majority Voting, Vote 13, 23757
2021-07-23 17:17:42.714, ["1"], Majority Voting, Vote 13, 23757
2021-07-23 17:17:43.093, ["2"], Majority Voting, Vote 13, 23757
2021-07-23 17:20:37.618, ["0"; "0"; "1"; "0"; "0"], Combined Approval, Vote 14, 23757
2021-07-23 17:20:41.622, ["1"; "0"; "1"; "0"; "0"], Combined Approval, Vote 14, 23757
2021-07-23 17:20:50.527, ["1"; "0"; "1"; "1"; "0"], Combined Approval, Vote 14, 23757
2021-07-23 17:21:02.961, ["0"; "0"; "1"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:03.156, ["0"; "0"; "2"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:03.326, ["0"; "0"; "3"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:03.492, ["0"; "0"; "4"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:03.663, ["0"; "0"; "5"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:05.541, ["0"; "1"; "5"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:12.010, ["1"; "1"; "5"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:12.179, ["2"; "1"; "5"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:12.360, ["3"; "1"; "5"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:12.529, ["4"; "1"; "5"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:12.729, ["5"; "1"; "5"; "0"; "0"], Score Voting, Vote 15, 23757
2021-07-23 17:21:13.680, ["5"; "1"; "5"; "0"; "1"], Score Voting, Vote 15, 23757
2021-07-23 17:21:13.912, ["5"; "1"; "5"; "0"; "2"], Score Voting, Vote 15, 23757
2021-07-23 17:21:14.294, ["5"; "1"; "5"; "0"; "3"], Score Voting, Vote 15, 23757
2021-07-23 17:21:15.244, ["5"; "1"; "5"; "1"; "3"], Score Voting, Vote 15, 23757
2021-07-23 17:21:15.446, ["5"; "1"; "5"; "2"; "3"], Score Voting, Vote 15, 23757
2021-07-23 17:21:15.627, ["5"; "1"; "5"; "3"; "3"], Score Voting, Vote 15, 23757
2021-07-23 17:21:15.762, ["5"; "1"; "5"; "4"; "3"], Score Voting, Vote 15, 23757
2021-07-23 17:21:16.662, ["5"; "1"; "5"; "3"; "3"], Score Voting, Vote 15, 23757
2021-07-23 17:21:30.453, ["0"; "0"; "1"; "0"; "0"], Modified Borda Count, Vote 16, 23757
2021-07-23 17:21:32.104, ["1"; "0"; "2"; "0"; "0"], Modified Borda Count, Vote 16, 23757
2021-07-23 17:21:44.120, ["2"; "0"; "3"; "1"; "0"], Modified Borda Count, Vote 16, 23757
2021-07-23 17:21:44.524, ["3"; "0"; "4"; "2"; "1"], Modified Borda Count, Vote 16, 23757
2021-07-23 17:21:45.324, ["4"; "1"; "5"; "3"; "2"], Modified Borda Count, Vote 16, 23757
2021-07-23 17:25:47.323, ["3"], Majority Voting, Vote 01, 36475
2021-07-23 17:26:24.881, ["0"; "0"; "0"; "0"; "1"], Combined Approval, Vote 02, 36475
2021-07-23 17:26:29.692, ["0"; "0"; "0"; "1"; "1"], Combined Approval, Vote 02, 36475
2021-07-23 17:26:53.681, ["0"; "1"; "0"; "0"; "0"], Score Voting, Vote 03, 36475
2021-07-23 17:26:54.381, ["0"; "2"; "0"; "0"; "0"], Score Voting, Vote 03, 36475
2021-07-23 17:26:56.435, ["1"; "2"; "0"; "0"; "0"], Score Voting, Vote 03, 36475
2021-07-23 17:27:06.683, ["1"; "2"; "0"; "1"; "0"], Score Voting, Vote 03, 36475
2021-07-23 17:27:06.859, ["1"; "2"; "0"; "2"; "0"], Score Voting, Vote 03, 36475
2021-07-23 17:27:07.032, ["1"; "2"; "0"; "3"; "0"], Score Voting, Vote 03, 36475
2021-07-23 17:27:07.591, ["1"; "2"; "0"; "4"; "0"], Score Voting, Vote 03, 36475
2021-07-23 17:27:10.006, ["1"; "2"; "0"; "4"; "1"], Score Voting, Vote 03, 36475
2021-07-23 17:27:10.267, ["1"; "2"; "0"; "4"; "2"], Score Voting, Vote 03, 36475
2021-07-23 17:27:10.397, ["1"; "2"; "0"; "4"; "3"], Score Voting, Vote 03, 36475
2021-07-23 17:27:58.826, ["0"; "0"; "0"; "0"; "1"], Modified Borda Count, Vote 04, 36475
2021-07-23 17:28:05.851, ["0"; "0"; "0"; "1"; "2"], Modified Borda Count, Vote 04, 36475
2021-07-23 17:28:10.467, ["0"; "0"; "0"; "1"; "0"], Modified Borda Count, Vote 04, 36475
2021-07-23 17:28:11.432, ["0"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 36475
2021-07-23 17:28:25.667, ["0"; "0"; "0"; "0"; "1"], Modified Borda Count, Vote 04, 36475
2021-07-23 17:28:27.025, ["0"; "0"; "0"; "1"; "2"], Modified Borda Count, Vote 04, 36475
2021-07-23 17:28:31.327, ["0"; "1"; "0"; "2"; "3"], Modified Borda Count, Vote 04, 36475
2021-07-23 17:28:58.713, ["1"], Majority Voting, Vote 05, 36475
2021-07-23 17:29:01.311, ["1"], Majority Voting, Vote 05, 36475
2021-07-23 17:29:30.083, ["2"], Majority Voting, Vote 05, 36475
2021-07-23 17:29:31.774, ["4"], Majority Voting, Vote 05, 36475
2021-07-23 17:29:40.349, ["0"; "0"; "0"; "0"; "1"], Combined Approval, Vote 06, 36475
2021-07-23 17:29:57.359, ["0"; "1"; "0"; "0"; "1"], Combined Approval, Vote 06, 36475
2021-07-23 17:30:00.335, ["1"; "1"; "0"; "0"; "1"], Combined Approval, Vote 06, 36475
2021-07-23 17:30:00.683, ["1"; "1"; "0"; "1"; "1"], Combined Approval, Vote 06, 36475
2021-07-23 17:30:01.009, ["1"; "1"; "1"; "1"; "1"], Combined Approval, Vote 06, 36475
2021-07-23 17:30:15.102, ["1"; "0"; "0"; "0"; "0"], Score Voting, Vote 07, 36475
2021-07-23 17:30:15.267, ["2"; "0"; "0"; "0"; "0"], Score Voting, Vote 07, 36475
2021-07-23 17:30:15.473, ["3"; "0"; "0"; "0"; "0"], Score Voting, Vote 07, 36475
2021-07-23 17:30:16.135, ["3"; "0"; "0"; "0"; "1"], Score Voting, Vote 07, 36475
2021-07-23 17:30:16.282, ["3"; "0"; "0"; "0"; "2"], Score Voting, Vote 07, 36475
2021-07-23 17:30:16.423, ["3"; "0"; "0"; "0"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:17.353, ["3"; "0"; "1"; "0"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:17.483, ["3"; "0"; "2"; "0"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:17.634, ["3"; "0"; "3"; "0"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:18.268, ["3"; "0"; "3"; "1"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:18.406, ["3"; "0"; "3"; "2"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:18.549, ["3"; "0"; "3"; "3"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:19.201, ["3"; "1"; "3"; "3"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:19.342, ["3"; "2"; "3"; "3"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:19.471, ["3"; "3"; "3"; "3"; "3"], Score Voting, Vote 07, 36475
2021-07-23 17:30:27.654, ["0"; "0"; "1"; "0"; "0"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:28.087, ["0"; "0"; "2"; "0"; "1"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:28.825, ["0"; "1"; "3"; "0"; "2"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:29.268, ["1"; "2"; "4"; "0"; "3"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:30.014, ["2"; "3"; "5"; "1"; "4"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:32.570, ["1"; "2"; "4"; "0"; "3"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:32.878, ["0"; "1"; "3"; "0"; "2"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:33.119, ["0"; "0"; "2"; "0"; "1"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:33.396, ["0"; "0"; "1"; "0"; "0"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:33.651, ["0"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:34.287, ["0"; "0"; "1"; "0"; "0"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:34.560, ["0"; "0"; "2"; "0"; "1"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:34.818, ["0"; "1"; "3"; "0"; "2"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:35.197, ["1"; "2"; "4"; "0"; "3"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:35.559, ["2"; "3"; "5"; "1"; "4"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:37.349, ["2"; "3"; "4"; "1"; "5"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:37.849, ["2"; "4"; "3"; "1"; "5"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:38.610, ["3"; "4"; "2"; "1"; "5"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:39.325, ["3"; "4"; "1"; "2"; "5"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:43.816, ["2"; "4"; "1"; "3"; "5"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:47.580, ["1"; "4"; "2"; "3"; "5"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:30:47.896, ["1"; "4"; "3"; "2"; "5"], Modified Borda Count, Vote 08, 36475
2021-07-23 17:31:03.182, ["4"], Majority Voting, Vote 09, 36475
2021-07-23 17:31:14.768, ["0"; "0"; "0"; "1"; "0"], Combined Approval, Vote 10, 36475
2021-07-23 17:31:18.010, ["0"; "0"; "0"; "1"; "1"], Combined Approval, Vote 10, 36475
2021-07-23 17:31:18.359, ["0"; "1"; "0"; "1"; "1"], Combined Approval, Vote 10, 36475
2021-07-23 17:31:28.477, ["0"; "1"; "0"; "0"; "0"], Score Voting, Vote 11, 36475
2021-07-23 17:31:28.651, ["0"; "2"; "0"; "0"; "0"], Score Voting, Vote 11, 36475
2021-07-23 17:31:28.840, ["0"; "3"; "0"; "0"; "0"], Score Voting, Vote 11, 36475
2021-07-23 17:31:29.030, ["0"; "4"; "0"; "0"; "0"], Score Voting, Vote 11, 36475
2021-07-23 17:31:30.364, ["0"; "4"; "0"; "1"; "0"], Score Voting, Vote 11, 36475
2021-07-23 17:31:30.539, ["0"; "4"; "0"; "2"; "0"], Score Voting, Vote 11, 36475
2021-07-23 17:31:30.704, ["0"; "4"; "0"; "3"; "0"], Score Voting, Vote 11, 36475
2021-07-23 17:31:32.933, ["1"; "4"; "0"; "3"; "0"], Score Voting, Vote 11, 36475
2021-07-23 17:31:33.101, ["2"; "4"; "0"; "3"; "0"], Score Voting, Vote 11, 36475
2021-07-23 17:31:34.460, ["2"; "4"; "0"; "3"; "1"], Score Voting, Vote 11, 36475
2021-07-23 17:31:34.631, ["2"; "4"; "0"; "3"; "2"], Score Voting, Vote 11, 36475
2021-07-23 17:31:34.808, ["2"; "4"; "0"; "3"; "3"], Score Voting, Vote 11, 36475
2021-07-23 17:31:34.996, ["2"; "4"; "0"; "3"; "4"], Score Voting, Vote 11, 36475
2021-07-23 17:31:35.163, ["2"; "4"; "0"; "3"; "5"], Score Voting, Vote 11, 36475
2021-07-23 17:31:37.221, ["2"; "4"; "1"; "3"; "5"], Score Voting, Vote 11, 36475
2021-07-23 17:31:37.798, ["2"; "4"; "2"; "3"; "5"], Score Voting, Vote 11, 36475
2021-07-23 17:31:48.916, ["0"; "0"; "1"; "0"; "0"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:49.359, ["0"; "1"; "2"; "0"; "0"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:49.682, ["1"; "2"; "3"; "0"; "0"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:50.058, ["2"; "3"; "4"; "0"; "1"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:50.375, ["3"; "4"; "5"; "1"; "2"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:52.368, ["2"; "4"; "5"; "1"; "3"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:52.435, ["2"; "3"; "5"; "1"; "4"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:52.550, ["2"; "3"; "4"; "1"; "5"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:56.133, ["2"; "4"; "3"; "1"; "5"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:56.363, ["3"; "4"; "2"; "1"; "5"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:56.911, ["3"; "4"; "1"; "2"; "5"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:31:58.570, ["2"; "4"; "1"; "3"; "5"], Modified Borda Count, Vote 12, 36475
2021-07-23 17:32:18.750, ["0"], Majority Voting, Vote 13, 36475
2021-07-23 17:32:27.351, ["3"], Majority Voting, Vote 13, 36475
2021-07-23 17:32:28.747, ["0"], Majority Voting, Vote 13, 36475
2021-07-23 17:32:45.305, ["0"; "0"; "1"; "0"; "0"], Combined Approval, Vote 14, 36475
2021-07-23 17:32:49.699, ["1"; "0"; "1"; "0"; "0"], Combined Approval, Vote 14, 36475
2021-07-23 17:32:51.300, ["1"; "0"; "1"; "0"; "1"], Combined Approval, Vote 14, 36475
2021-07-23 17:32:53.140, ["1"; "0"; "1"; "1"; "1"], Combined Approval, Vote 14, 36475
2021-07-23 17:33:03.329, ["0"; "0"; "0"; "0"; "1"], Score Voting, Vote 15, 36475
2021-07-23 17:33:03.459, ["0"; "0"; "0"; "0"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:07.152, ["0"; "0"; "1"; "0"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:09.116, ["0"; "0"; "2"; "0"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:09.990, ["0"; "0"; "3"; "0"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:10.627, ["1"; "0"; "3"; "0"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:10.803, ["2"; "0"; "3"; "0"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:11.007, ["3"; "0"; "3"; "0"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:11.373, ["4"; "0"; "3"; "0"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:11.956, ["4"; "0"; "3"; "1"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:12.813, ["4"; "0"; "3"; "2"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:13.356, ["4"; "0"; "3"; "3"; "2"], Score Voting, Vote 15, 36475
2021-07-23 17:33:22.552, ["0"; "0"; "0"; "0"; "1"], Modified Borda Count, Vote 16, 36475
2021-07-23 17:33:23.819, ["1"; "0"; "0"; "0"; "2"], Modified Borda Count, Vote 16, 36475
2021-07-23 17:33:26.012, ["2"; "0"; "0"; "1"; "3"], Modified Borda Count, Vote 16, 36475
2021-07-23 17:33:30.736, ["3"; "0"; "1"; "2"; "4"], Modified Borda Count, Vote 16, 36475
2021-07-23 17:33:32.579, ["4"; "0"; "1"; "2"; "3"], Modified Borda Count, Vote 16, 36475
2021-07-23 17:33:33.974, ["4"; "0"; "1"; "3"; "2"], Modified Borda Count, Vote 16, 36475
2021-07-23 17:33:38.483, ["4"; "0"; "2"; "3"; "1"], Modified Borda Count, Vote 16, 36475
2021-07-23 17:29:45.767, ["2"], Majority Voting, Vote 01, 43263
2021-07-23 17:29:48.631, ["2"], Majority Voting, Vote 01, 43263
2021-07-23 17:29:48.794, ["2"], Majority Voting, Vote 01, 43263
2021-07-23 17:30:09.279, ["0"; "1"; "0"; "0"; "0"], Combined Approval, Vote 02, 43263
2021-07-23 17:30:12.439, ["0"; "1"; "0"; "1"; "0"], Combined Approval, Vote 02, 43263
2021-07-23 17:30:15.208, ["-1"; "1"; "0"; "1"; "0"], Combined Approval, Vote 02, 43263
2021-07-23 17:30:20.083, ["-1"; "1"; "1"; "1"; "0"], Combined Approval, Vote 02, 43263
2021-07-23 17:30:24.889, ["-1"; "1"; "1"; "1"; "1"], Combined Approval, Vote 02, 43263
2021-07-23 17:30:49.542, ["0"; "0"; "1"; "0"; "0"], Score Voting, Vote 03, 43263
2021-07-23 17:30:49.796, ["0"; "0"; "2"; "0"; "0"], Score Voting, Vote 03, 43263
2021-07-23 17:30:50.025, ["0"; "0"; "3"; "0"; "0"], Score Voting, Vote 03, 43263
2021-07-23 17:30:53.402, ["0"; "0"; "3"; "1"; "0"], Score Voting, Vote 03, 43263
2021-07-23 17:30:53.606, ["0"; "0"; "3"; "2"; "0"], Score Voting, Vote 03, 43263
2021-07-23 17:30:53.772, ["0"; "0"; "3"; "3"; "0"], Score Voting, Vote 03, 43263
2021-07-23 17:30:58.561, ["0"; "1"; "3"; "3"; "0"], Score Voting, Vote 03, 43263
2021-07-23 17:30:58.834, ["0"; "2"; "3"; "3"; "0"], Score Voting, Vote 03, 43263
2021-07-23 17:31:04.633, ["0"; "2"; "3"; "3"; "1"], Score Voting, Vote 03, 43263
2021-07-23 17:31:04.818, ["0"; "2"; "3"; "3"; "2"], Score Voting, Vote 03, 43263
2021-07-23 17:31:04.970, ["0"; "2"; "3"; "3"; "3"], Score Voting, Vote 03, 43263
2021-07-23 17:31:05.395, ["0"; "2"; "3"; "3"; "4"], Score Voting, Vote 03, 43263
2021-07-23 17:31:05.589, ["0"; "2"; "3"; "3"; "5"], Score Voting, Vote 03, 43263
2021-07-23 17:31:09.058, ["1"; "2"; "3"; "3"; "5"], Score Voting, Vote 03, 43263
2021-07-23 17:31:09.497, ["2"; "2"; "3"; "3"; "5"], Score Voting, Vote 03, 43263
2021-07-23 17:31:11.901, ["1"; "2"; "3"; "3"; "5"], Score Voting, Vote 03, 43263
2021-07-23 17:31:14.882, ["2"; "2"; "3"; "3"; "5"], Score Voting, Vote 03, 43263
2021-07-23 17:31:18.930, ["2"; "2"; "2"; "3"; "5"], Score Voting, Vote 03, 43263
2021-07-23 17:31:20.801, ["2"; "2"; "3"; "3"; "5"], Score Voting, Vote 03, 43263
2021-07-23 17:31:28.184, ["2"; "2"; "3"; "4"; "5"], Score Voting, Vote 03, 43263
2021-07-23 17:31:52.816, ["0"; "0"; "1"; "0"; "0"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:31:54.363, ["0"; "1"; "2"; "0"; "0"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:31:55.732, ["0"; "2"; "3"; "0"; "1"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:31:56.216, ["1"; "3"; "4"; "0"; "2"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:31:56.780, ["2"; "4"; "5"; "1"; "3"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:32:05.272, ["2"; "5"; "4"; "1"; "3"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:32:15.509, ["1"; "5"; "4"; "2"; "3"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:32:24.158, ["1"; "5"; "3"; "2"; "4"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:32:28.873, ["1"; "4"; "0"; "2"; "3"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:32:30.635, ["2"; "5"; "1"; "3"; "4"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:32:40.355, ["1"; "5"; "2"; "3"; "4"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:32:40.599, ["1"; "5"; "3"; "2"; "4"], Modified Borda Count, Vote 04, 43263
2021-07-23 17:33:33.346, ["1"], Majority Voting, Vote 05, 43263
2021-07-23 17:33:36.016, ["0"], Majority Voting, Vote 05, 43263
2021-07-23 17:33:38.724, ["1"], Majority Voting, Vote 05, 43263
2021-07-23 17:33:39.731, ["2"], Majority Voting, Vote 05, 43263
